f1_score,family,pid,num_gaps,seq_len,method,pid_bin
0.8506787330316743,10006,0.3445378151260504,7,119,classical,0.3
0.8125,10006,0.3445378151260504,7,119,peint,0.3
0.9285714285714286,10041,0.6166666666666667,4,60,classical,0.6
0.8672566371681416,10041,0.6166666666666667,4,60,peint,0.6
0.9958677685950413,10049,0.5185185185185185,1,243,classical,0.5
0.9896907216494846,10049,0.5185185185185185,1,243,peint,0.5
0.7955801104972375,10080,0.38144329896907214,5,97,classical,0.4
0.45255474452554745,10080,0.38144329896907214,5,97,peint,0.4
0.8727272727272727,10225,0.41346153846153844,23,104,classical,0.4
0.7977528089887641,10225,0.41346153846153844,23,104,peint,0.4
0.8361581920903955,10248,0.2676767676767677,24,198,classical,0.3
0.797752808988764,10248,0.2676767676767677,24,198,peint,0.3
0.7755102040816327,10269,0.17676767676767677,25,198,classical,0.2
0.577922077922078,10269,0.17676767676767677,25,198,peint,0.2
0.8389057750759878,1028,0.2653061224489796,29,196,classical,0.3
0.7747747747747747,1028,0.2653061224489796,29,196,peint,0.3
0.5970772442588727,10346,0.17054263565891473,12,258,classical,0.2
0.621923937360179,10346,0.17054263565891473,12,258,peint,0.2
0.7936507936507937,10376,0.47058823529411764,0,34,classical,0.5
0.696969696969697,10376,0.47058823529411764,0,34,peint,0.5
0.9306930693069307,10394,0.6857142857142857,4,105,classical,0.7
0.8910891089108911,10394,0.6857142857142857,4,105,peint,0.7
0.9349112426035503,10408,0.4186046511627907,1,86,classical,0.4
0.9239766081871345,10408,0.4186046511627907,1,86,peint,0.4
1.0,10430,0.5625,0,48,classical,0.6
0.9387755102040817,10430,0.5625,0,48,peint,0.6
0.7865168539325843,10452,0.25925925925925924,10,54,classical,0.3
0.6511627906976744,10452,0.25925925925925924,10,54,peint,0.3
1.0,10472,0.6344086021505376,0,93,classical,0.6
1.0,10472,0.6344086021505376,0,93,peint,0.6
1.0,10506,0.7956989247311828,0,93,classical,0.8
1.0,10506,0.7956989247311828,0,93,peint,0.8
0.7621621621621621,10507,0.43781094527363185,17,201,classical,0.4
0.721311475409836,10507,0.43781094527363185,17,201,peint,0.4
0.4,10554,0.15853658536585366,23,82,classical,0.2
0.416,10554,0.15853658536585366,23,82,peint,0.2
0.8195121951219512,10564,0.22033898305084745,11,118,classical,0.2
0.6952380952380953,10564,0.22033898305084745,11,118,peint,0.2
0.8132780082987551,10626,0.23703703703703705,12,135,classical,0.2
0.7470817120622568,10626,0.23703703703703705,12,135,peint,0.2
0.6274509803921567,10628,0.22727272727272727,17,66,classical,0.2
0.7083333333333333,10628,0.22727272727272727,17,66,peint,0.2
0.974025974025974,10674,0.28205128205128205,1,78,classical,0.3
0.794701986754967,10674,0.28205128205128205,1,78,peint,0.3
0.5384615384615385,10675,0.20833333333333334,0,120,classical,0.2
0.5809523809523809,10675,0.20833333333333334,0,120,peint,0.2
0.8014705882352942,10692,0.28289473684210525,16,152,classical,0.3
0.714828897338403,10692,0.28289473684210525,16,152,peint,0.3
0.705596107055961,107,0.12734082397003746,62,267,classical,0.1
0.45317220543806647,107,0.12734082397003746,62,267,peint,0.1
1.0,10758,0.46938775510204084,0,49,classical,0.5
0.9696969696969697,10758,0.46938775510204084,0,49,peint,0.5
0.8018867924528302,10765,0.4166666666666667,14,120,classical,0.4
0.7575757575757576,10765,0.4166666666666667,14,120,peint,0.4
1.0,10768,0.32116788321167883,37,274,classical,0.3
0.6545454545454547,10768,0.32116788321167883,37,274,peint,0.3
0.9652509652509652,10784,0.22302158273381295,11,139,classical,0.2
0.7313432835820896,10784,0.22302158273381295,11,139,peint,0.2
1.0,10796,0.5333333333333333,0,30,classical,0.5
0.9836065573770492,10796,0.5333333333333333,0,30,peint,0.5
0.8241912798874823,10833,0.3648293963254593,26,381,classical,0.4
0.8140556368960469,10833,0.3648293963254593,26,381,peint,0.4
0.9921259842519685,10866,0.59765625,2,256,classical,0.6
0.9626719056974459,10866,0.59765625,2,256,peint,0.6
0.9199372056514912,10880,0.5377643504531722,10,331,classical,0.5
0.884437596302003,10880,0.5377643504531722,10,331,peint,0.5
0.7640449438202248,10895,0.3333333333333333,10,99,classical,0.3
0.5325443786982248,10895,0.3333333333333333,10,99,peint,0.3
0.989247311827957,10933,0.7700534759358288,1,187,classical,0.8
0.9411764705882354,10933,0.7700534759358288,1,187,peint,0.8
0.7485714285714286,10967,0.3137254901960784,28,204,classical,0.3
0.7134831460674157,10967,0.3137254901960784,28,204,peint,0.3
0.6478454680534917,11006,0.18952618453865336,67,401,classical,0.2
0.30314232902033267,11006,0.18952618453865336,67,401,peint,0.2
1.0,11041,0.4666666666666667,0,15,classical,0.5
0.9032258064516129,11041,0.4666666666666667,0,15,peint,0.5
0.7305389221556886,11057,0.18556701030927836,11,97,classical,0.2
0.7037037037037037,11057,0.18556701030927836,11,97,peint,0.2
0.6736842105263158,11087,0.2641509433962264,4,53,classical,0.3
0.5048543689320388,11087,0.2641509433962264,4,53,peint,0.3
0.33333333333333337,11106,0.13829787234042554,27,94,classical,0.1
0.46031746031746035,11106,0.13829787234042554,27,94,peint,0.1
0.8173076923076923,11126,0.29508196721311475,36,244,classical,0.3
0.6855791962174941,11126,0.29508196721311475,36,244,peint,0.3
0.8949416342412451,11155,0.3310344827586207,15,145,classical,0.3
0.7200000000000001,11155,0.3310344827586207,15,145,peint,0.3
0.22545454545454544,11159,0.1393939393939394,27,165,classical,0.1
0.11374407582938388,11159,0.1393939393939394,27,165,peint,0.1
0.5421686746987951,11163,0.13953488372093023,48,129,classical,0.1
0.37583892617449666,11163,0.13953488372093023,48,129,peint,0.1
1.0,11179,0.4358974358974359,0,39,classical,0.4
1.0,11179,0.4358974358974359,0,39,peint,0.4
1.0,11201,0.45454545454545453,0,55,classical,0.5
1.0,11201,0.45454545454545453,0,55,peint,0.5
1.0,11204,0.4649122807017544,2,114,classical,0.5
0.9344978165938864,11204,0.4649122807017544,2,114,peint,0.5
0.9221556886227545,11209,0.21348314606741572,4,89,classical,0.2
0.6797385620915033,11209,0.21348314606741572,4,89,peint,0.2
0.9748427672955975,11230,0.41818181818181815,6,165,classical,0.4
0.9206349206349206,11230,0.41818181818181815,6,165,peint,0.4
0.7380952380952381,11260,0.33695652173913043,10,92,classical,0.3
0.6941176470588235,11260,0.33695652173913043,10,92,peint,0.3
1.0,11261,0.2826086956521739,0,46,classical,0.3
0.967741935483871,11261,0.2826086956521739,0,46,peint,0.3
1.0,11277,0.12962962962962962,5,108,classical,0.1
0.9569377990430622,11277,0.12962962962962962,5,108,peint,0.1
0.7605633802816902,11285,0.11392405063291139,9,79,classical,0.1
0.5584415584415584,11285,0.11392405063291139,9,79,peint,0.1
1.0,11314,0.845360824742268,0,97,classical,0.8
1.0,11314,0.845360824742268,0,97,peint,0.8
0.7613293051359517,11335,0.27751196172248804,46,209,classical,0.3
0.8090614886731391,11335,0.27751196172248804,46,209,peint,0.3
1.0,11348,0.6477272727272727,0,88,classical,0.6
1.0,11348,0.6477272727272727,0,88,peint,0.6
0.9326424870466321,11352,0.2815533980582524,7,103,classical,0.3
0.8121827411167514,11352,0.2815533980582524,7,103,peint,0.3
1.0,11380,0.6,0,40,classical,0.6
1.0,11380,0.6,0,40,peint,0.6
1.0,11397,0.5373831775700935,2,214,classical,0.5
1.0,11397,0.5373831775700935,2,214,peint,0.5
1.0,1142,0.4090909090909091,9,176,classical,0.4
0.9376854599406529,1142,0.4090909090909091,9,176,peint,0.4
0.5721153846153847,11439,0.23166023166023167,45,259,classical,0.2
0.33783783783783783,11439,0.23166023166023167,45,259,peint,0.2
0.9961089494163424,11442,0.9261992619926199,14,271,classical,0.9
0.9710982658959537,11442,0.9261992619926199,14,271,peint,0.9
0.7928994082840236,11499,0.2079207920792079,14,101,classical,0.2
0.6198830409356725,11499,0.2079207920792079,14,101,peint,0.2
0.6872525732383215,11516,0.1896551724137931,61,696,classical,0.2
0.6365914786967418,11516,0.1896551724137931,61,696,peint,0.2
1.0,11604,0.8407079646017699,2,113,classical,0.8
0.9596412556053813,11604,0.8407079646017699,2,113,peint,0.8
1.0,11647,0.5138888888888888,0,72,classical,0.5
0.993103448275862,11647,0.5138888888888888,0,72,peint,0.5
0.7564102564102564,11686,0.24468085106382978,18,94,classical,0.2
0.6845637583892618,11686,0.24468085106382978,18,94,peint,0.2
0.6934460887949261,11709,0.3310344827586207,54,290,classical,0.3
0.7761904761904763,11709,0.3310344827586207,54,290,peint,0.3
0.8913857677902621,11711,0.24041811846689895,20,287,classical,0.2
0.6124999999999999,11711,0.24041811846689895,20,287,peint,0.2
1.0,11719,0.6140350877192983,1,114,classical,0.6
0.9955947136563876,11719,0.6140350877192983,1,114,peint,0.6
1.0,1178,0.525974025974026,0,154,classical,0.5
1.0,1178,0.525974025974026,0,154,peint,0.5
0.5,11789,0.13026819923371646,63,261,classical,0.1
0.15028901734104047,11789,0.13026819923371646,63,261,peint,0.1
0.5483870967741935,118,0.21212121212121213,1,33,classical,0.2
0.7647058823529411,118,0.21212121212121213,1,33,peint,0.2
0.0,11809,0.10638297872340426,47,235,classical,0.1
0.19622641509433963,11809,0.10638297872340426,47,235,peint,0.1
0.9533011272141707,11821,0.7065868263473054,47,668,classical,0.7
0.8347386172006745,11821,0.7065868263473054,47,668,peint,0.7
0.5017182130584191,11858,0.1744186046511628,28,172,classical,0.2
0.3802281368821293,11858,0.1744186046511628,28,172,peint,0.2
0.9547738693467336,1186,0.5346534653465347,2,101,classical,0.5
0.9306930693069307,1186,0.5346534653465347,2,101,peint,0.5
0.8056872037914692,11863,0.336283185840708,8,113,classical,0.3
0.7945205479452055,11863,0.336283185840708,8,113,peint,0.3
