internal-	1EKJ_A	32.2	236	135	5	5	238	9	221	1.88e-20	97.8
internal-	CAI8594493.1	31.8	236	136	5	5	238	115	327	1.07e-19	98.2
internal-	NP_001414311.1	32.2	236	135	5	5	238	116	328	1.29e-19	97.8
internal-	AAA33652.1	32.2	236	135	5	5	238	117	329	1.31e-19	97.8
internal-	NP_001414310.1	32.2	236	135	5	5	238	116	328	1.50e-19	97.8
internal-	CAK8533651.1	31.4	236	137	5	5	238	116	328	4.77e-19	96.3
internal-	CAK8533650.1	31.4	236	137	5	5	238	116	328	5.51e-19	96.3
internal-	XP_058752145.1	32.6	236	134	6	5	238	117	329	9.28e-19	95.5
internal-	XP_058778668.1	32.6	236	134	6	5	238	117	329	9.28e-19	95.5
internal-	XP_040871114.1	30.5	236	139	5	5	238	46	258	9.84e-19	94.4
internal-	XP_058752144.1	32.6	236	134	6	5	238	117	329	1.07e-18	95.5
internal-	XP_058778667.1	32.6	236	134	6	5	238	117	329	1.07e-18	95.5
internal-	RZB45880.1	30.5	236	139	5	5	238	46	258	1.57e-18	93.6
internal-	NP_001347327.1	30.5	236	139	5	5	238	46	258	1.91e-18	93.6
internal-	NP_001341715.1	30.5	236	139	5	5	238	116	328	2.43e-18	94.4
internal-	NP_001341716.1	30.5	236	139	5	5	238	116	328	2.80e-18	94.4
internal-	NP_001347325.1	30.5	236	139	5	5	238	118	330	4.78e-18	93.6
internal-	PNX94445.1	30.5	236	139	5	5	238	35	247	4.82e-18	92.0
internal-	XP_028217907.1	30.5	236	139	5	5	238	119	331	4.85e-18	93.6
internal-	NP_001347326.1	30.5	236	139	5	5	238	118	330	5.48e-18	93.6
internal-	XP_028217906.1	30.5	236	139	5	5	238	119	331	5.54e-18	93.6
internal-	TKY50429.1	30.9	236	138	5	5	238	116	328	7.40e-18	93.2
internal-	CAJ2665405.1	30.5	236	139	5	5	238	54	266	9.46e-18	91.7
internal-	CAJ2665404.1	30.5	236	139	5	5	238	54	266	1.14e-17	91.7
internal-	CAL0298956.1	30.9	236	138	5	5	238	115	327	1.22e-17	92.4
seq1	1EKJ_A	77.9	217	48	0	1	217	5	221	1.89e-122	357
seq1	NP_001414311.1	77.9	217	48	0	1	217	112	328	7.76e-121	357
seq1	NP_001414310.1	77.9	217	48	0	1	217	112	328	1.13e-120	357
seq1	KAI5442402.1	78.1	215	47	0	1	215	112	326	2.14e-120	355
seq1	AAA33652.1	77.4	217	49	0	1	217	113	329	3.26e-120	355
seq1	CAK8533651.1	76.5	217	51	0	1	217	112	328	2.57e-119	353
seq1	CAK8533650.1	76.5	217	51	0	1	217	112	328	3.73e-119	353
seq1	CAI8594493.1	75.6	217	53	0	1	217	111	327	2.94e-118	350
seq1	CAJ2665405.1	75.1	217	54	0	1	217	50	266	1.18e-117	346
seq1	CAJ2665404.1	75.1	217	54	0	1	217	50	266	1.73e-117	346
seq1	PNX94445.1	74.7	217	55	0	1	217	31	247	3.51e-117	344
seq1	XP_058752145.1	74.7	217	55	0	1	217	113	329	7.19e-117	347
seq1	XP_058778668.1	74.7	217	55	0	1	217	113	329	7.19e-117	347
seq1	XP_058752144.1	74.7	217	55	0	1	217	113	329	1.04e-116	347
seq1	XP_058778667.1	74.7	217	55	0	1	217	113	329	1.04e-116	347
