seq1_1ekj	1EKJ_A	90.2	214	21	0	4	217	8	221	1.68e-141	405
seq1_1ekj	NP_001414311.1	90.2	214	21	0	4	217	115	328	7.51e-140	405
seq1_1ekj	NP_001414310.1	90.2	214	21	0	4	217	115	328	1.10e-139	405
seq1_1ekj	KAI5442402.1	90.1	213	21	0	4	216	115	327	2.95e-139	403
seq1_1ekj	AAA33652.1	89.7	214	22	0	4	217	116	329	3.16e-139	403
seq1_1ekj	CAJ2665405.1	88.3	214	25	0	4	217	53	266	1.89e-137	396
seq1_1ekj	CAI8594493.1	87.9	214	26	0	4	217	114	327	2.04e-137	399
seq1_1ekj	CAJ2665404.1	88.3	214	25	0	4	217	53	266	2.79e-137	396
seq1_1ekj	CAK8533651.1	87.9	214	26	0	4	217	115	328	2.90e-137	398
seq1_1ekj	CAK8533650.1	87.9	214	26	0	4	217	115	328	4.25e-137	398
seq1_1ekj	PNX94445.1	87.9	214	26	0	4	217	34	247	5.56e-137	394
seq1_1ekj	XP_058752145.1	87.9	214	26	0	4	217	116	329	6.05e-137	397
seq1_1ekj	XP_058778668.1	87.9	214	26	0	4	217	116	329	6.05e-137	397
seq1_1ekj	XP_058752144.1	87.9	214	26	0	4	217	116	329	8.87e-137	397
seq1_1ekj	XP_058778667.1	87.9	214	26	0	4	217	116	329	8.87e-137	397
seq1_1ekj	XP_045812473.1	88.3	214	25	0	4	217	118	331	1.86e-136	396
seq1_1ekj	CAJ2665403.1	88.3	214	25	0	4	217	120	333	1.99e-136	396
seq1_1ekj	XP_045812472.1	88.3	214	25	0	4	217	118	331	2.72e-136	396
seq1_1ekj	CAJ2665402.1	88.3	214	25	0	4	217	120	333	2.91e-136	396
seq1_1ekj	XP_004489275.1	86.4	214	29	0	4	217	120	333	8.08e-136	395
seq1_1ekj	NP_001352011.1	86.4	214	29	0	4	217	120	333	1.18e-135	395
seq1_1ekj	KAK2419660.1	88.6	211	24	0	7	217	126	336	7.34e-135	392
seq1_1ekj	WJX65378.1	88.6	211	24	0	7	217	126	336	1.07e-134	392
seq1_1ekj	KAK8469936.1	85.5	214	31	0	4	217	45	258	4.54e-134	387
seq1_1ekj	AES74502.1	86.7	210	28	0	8	217	51	260	4.00e-133	385
seq82_1ekj	1EKJ_A	82.4	216	38	0	2	217	6	221	3.90e-131	379
seq82_1ekj	NP_001414311.1	82.4	216	38	0	2	217	113	328	1.67e-129	379
seq82_1ekj	XP_058752145.1	82.4	216	38	0	2	217	114	329	1.73e-129	379
seq82_1ekj	XP_058778668.1	82.4	216	38	0	2	217	114	329	1.73e-129	379
